bibcode,title,year,month,journal,volume,page,n_authors,n_colombian_authors,num_citations,keywords,doi,arxiv_id,url
2024MNRAS.532.2604Q,Using a new spectral disentangling approach to ascertain whether the massive binary HDE 228766 contains a Wolf-Rayet star,2024,8,Monthly Notices of the Royal Astronomical Society,532,2604,2,1,3,Astrophysics - Solar and Stellar Astrophysics,10.1093/mnras/stae1670,arXiv:2407.16816,https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.2604Q
2024JCAP...08..059R,High redshift LBGs from deep broadband imaging for future spectroscopic surveys,2024,8,Journal of Cosmology and Astroparticle Physics,2024,059,63,1,14,galaxy clustering; high redshift galaxies; redshift surveys; galaxy surveys; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2024/08/059,arXiv:2404.03569,https://ui.adsabs.harvard.edu/abs/2024JCAP...08..059R
2024JCAP...08..020W,The clustering of Lyman Alpha Emitting galaxies at 𝗓=2─3,2024,8,Journal of Cosmology and Astroparticle Physics,2024,020,55,1,20,galaxy clustering; galaxy surveys; high redshift galaxies; redshift surveys; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2024/08/020,arXiv:2406.01803,https://ui.adsabs.harvard.edu/abs/2024JCAP...08..020W
2024ApJ...971..119W,"Measuring the Conditional Luminosity and Stellar Mass Functions of Galaxies by Combining the Dark Energy Spectroscopic Instrument Legacy Imaging Surveys Data Release 9, Survey Validation 3, and Year 1 Data",2024,8,The Astrophysical Journal,971,119,45,1,19,Dark matter; Large-scale structure of the universe; Galaxies; Galaxy groups; Galaxy dark matter halos; 353; 902; 573; 597; 1880; Astrophysics - Astrophysics of Galaxies,10.3847/1538-4357/ad5294,arXiv:2312.17459,https://ui.adsabs.harvard.edu/abs/2024ApJ...971..119W
2024ApJ...970L..34A,Observation of Gravitational Waves from the Coalescence of a 2.5─4.5 M <SUB>⊙</SUB> Compact Object and a Neutron Star,2024,8,The Astrophysical Journal Letters,970,L34,200,0,307,Gravitational wave astronomy; Gravitational wave detectors; Gravitational wave sources; Stellar mass black holes; Neutron stars; 675; 676; 677; 1611; 1108; Astrophysics - High Energy Astrophysical Phenomena; General Relativity and Quantum Cosmology,10.3847/2041-8213/ad5beb,arXiv:2404.04248,https://ui.adsabs.harvard.edu/abs/2024ApJ...970L..34A
2024A&A...688A..46M,AGNFITTER-RX: Modeling the radio-to-X-ray spectral energy distributions of AGNs,2024,8,Astronomy and Astrophysics,688,A46,12,1,18,methods: statistical; galaxies: active; galaxies: nuclei; quasars: general; Astrophysics - Astrophysics of Galaxies,10.1051/0004-6361/202449329,arXiv:2405.12111,https://ui.adsabs.harvard.edu/abs/2024A&A...688A..46M
2024Univ...10..350V,About Jordan and Einstein Frames: A Study in Inflationary Magnetogenesis,2024,9,Universe,10,350,3,3,7,scalar-tensor theories; Jordan and Einstein frames; megnetogenesis; General Relativity and Quantum Cosmology,10.3390/universe10090350,arXiv:2303.01301,https://ui.adsabs.harvard.edu/abs/2024Univ...10..350V
2024MNRAS.533.1012K,DESI Early Data Release Milky Way Survey value-added catalogue,2024,9,Monthly Notices of the Royal Astronomical Society,533,1012,43,1,47,Astrophysics of Galaxies; Instrumentation and Methods for Astrophysics,10.1093/mnras/stae1842,arXiv:2407.06280,https://ui.adsabs.harvard.edu/abs/2024MNRAS.533.1012K
2024MNRAS.533..589Y,Redshift evolution and covariances for joint lensing and clustering studies with DESI Y1,2024,9,Monthly Notices of the Royal Astronomical Society,533,589,51,1,11,Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stae1792,arXiv:2403.00915,https://ui.adsabs.harvard.edu/abs/2024MNRAS.533..589Y
2024AJ....168..124A,Archetype-based Redshift Estimation for the Dark Energy Spectroscopic Instrument Survey,2024,9,The Astronomical Journal,168,124,49,1,44,Galaxy spectroscopy; Astronomical methods; Redshift surveys; Astronomy software; Astronomy data analysis; 2171; 1043; 1378; 1855; 1858; Astrophysics - Cosmology and Nongalactic Astrophysics; Astrophysics - Instrumentation and Methods for Astrophysics,10.3847/1538-3881/ad60c2,arXiv:2405.19288,https://ui.adsabs.harvard.edu/abs/2024AJ....168..124A
2024A&A...689A..93R,Photometric segregation of dwarf and giant FGK stars using the SVO Filter Profile Service and photometric tools,2024,9,Astronomy and Astrophysics,689,A93,21,1,53,methods: data analysis; techniques: photometric; astronomical databases: miscellaneous; virtual observatory tools; stars: fundamental parameters; stars: late-type; Solar and Stellar Astrophysics; Astrophysics of Galaxies,10.1051/0004-6361/202449998,arXiv:2406.03310,https://ui.adsabs.harvard.edu/abs/2024A&A...689A..93R
2024A&A...689A..18A,Exploring Galactic open clusters with Gaia: I. An examination in the first kiloparsec,2024,9,Astronomy and Astrophysics,689,A18,3,2,13,open clusters and associations: general; methods: data analysis; Galaxy: disk; Astrophysics - Astrophysics of Galaxies,10.1051/0004-6361/202450901,arXiv:2407.09407,https://ui.adsabs.harvard.edu/abs/2024A&A...689A..18A
2024RMxAA..60..367O,Preliminary Results From 5 Years' Spectral Monitoring of Antares,2024,10,Revista Mexicana de Astronomia y Astrofisica,60,367,2,2,1,stars: atmospheres; supergiant; techniques: imaging spectroscopy; techniques: radial velocities; Astrophysics - Solar and Stellar Astrophysics,10.22201/ia.01851101p.2024.60.02.14,arXiv:2501.10646,https://ui.adsabs.harvard.edu/abs/2024RMxAA..60..367O
2024MNRAS.534..544C,Baryon acoustic oscillation theory and modelling systematics for the DESI 2024 results,2024,10,Monthly Notices of the Royal Astronomical Society,534,544,60,1,66,Cosmology and Nongalactic Astrophysics,10.1093/mnras/stae2090,arXiv:2402.14070,https://ui.adsabs.harvard.edu/abs/2024MNRAS.534..544C
2024JCAP...10..089N,Catalog-level blinding on the bispectrum for DESI-like galaxy surveys,2024,10,Journal of Cosmology and Astroparticle Physics,2024,089,31,1,3,cosmological parameters from LSS; power spectrum; redshift surveys; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2024/10/089,arXiv:2407.12931,https://ui.adsabs.harvard.edu/abs/2024JCAP...10..089N
2024JCAP...10..048C,DESI 2024: reconstructing dark energy using crossing statistics with DESI DR1 BAO data,2024,10,Journal of Cosmology and Astroparticle Physics,2024,048,55,1,211,baryon acoustic oscillations; cosmological parameters from LSS; dark energy experiments; dark energy theory; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2024/10/048,arXiv:2405.04216,https://ui.adsabs.harvard.edu/abs/2024JCAP...10..048C
2024ApJ...973..132A,Search for Eccentric Black Hole Coalescences during the Third Observing Run of LIGO and Virgo,2024,10,The Astrophysical Journal,973,132,200,0,73,Gravitational wave astronomy; Eccentricity; Astrophysical black holes; 675; 441; 98; Astrophysics - High Energy Astrophysical Phenomena,10.3847/1538-4357/ad65ce,arXiv:2308.03822,https://ui.adsabs.harvard.edu/abs/2024ApJ...973..132A
2024AdSpR..74.3483S,Machine learning models for predicting geomagnetic storms across five solar cycles using Dst index and heliospheric variables,2024,10,Advances in Space Research,74,3483,6,6,10,Space weather; Machine learning; Statistical modeling; Geomagnetic storms; Data science,10.1016/j.asr.2024.08.031,,https://ui.adsabs.harvard.edu/abs/2024AdSpR..74.3483S
2024AJ....168..162M,OGLE-IV Period─Luminosity Relation of the LMC: An Analysis Using Mean and Median Magnitudes,2024,10,The Astronomical Journal,168,162,6,6,1,Cepheid variable stars; Large Magellanic Cloud; Astrostatistics; 218; 903; 1882; Astrophysics - Solar and Stellar Astrophysics; Astrophysics - Astrophysics of Galaxies,10.3847/1538-3881/ad6a12,arXiv:2408.01592,https://ui.adsabs.harvard.edu/abs/2024AJ....168..162M
2024Univ...10..426R,Probing the Dark Universe with Gravitational Waves,2024,11,Universe,10,426,1,1,1,gravitational waves; effective speed; gravitational luminosity distance,10.3390/universe10110426,,https://ui.adsabs.harvard.edu/abs/2024Univ...10..426R
2024MNRAS.535.1095C,The rate of extreme coronal line emitting galaxies in the Sloan Digital Sky Survey and their relation to tidal disruption events,2024,11,Monthly Notices of the Royal Astronomical Society,535,1095,30,1,13,Astrophysics - High Energy Astrophysical Phenomena; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stae2384,arXiv:2402.16951,https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.1095C
2024MNRAS.535..254M,The DESI Early Data Release white dwarf catalogue,2024,11,Monthly Notices of the Royal Astronomical Society,535,254,54,1,30,Astrophysics - Solar and Stellar Astrophysics; Astrophysics - Earth and Planetary Astrophysics; Astrophysics - Astrophysics of Galaxies; Astrophysics - Instrumentation and Methods for Astrophysics,10.1093/mnras/stae2205,arXiv:2402.18641,https://ui.adsabs.harvard.edu/abs/2024MNRAS.535..254M
2024MNRAS.534.3540L,Detection of the large-scale tidal field with galaxy multiplet alignment in the DESI Y1 spectroscopic survey,2024,11,Monthly Notices of the Royal Astronomical Society,534,3540,39,1,17,Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stae2290,arXiv:2408.11056,https://ui.adsabs.harvard.edu/abs/2024MNRAS.534.3540L
2024ApJ...976..143T,New Measurements of the Lyα Forest Continuum and Effective Optical Depth with LyCAN and DESI Y1 Data,2024,11,The Astrophysical Journal,976,143,45,1,26,Convolutional neural networks; Cosmology; Dark energy; Intergalactic medium; Large-scale structure of the universe; Lyman alpha forest; 1938; 343; 351; 813; 902; 980; Astrophysics - Cosmology and Nongalactic Astrophysics,10.3847/1538-4357/ad8239,arXiv:2405.06743,https://ui.adsabs.harvard.edu/abs/2024ApJ...976..143T
2024ApJ...976...48A,Large-scale Cosmic-ray Anisotropies with 19 yr of Data from the Pierre Auger Observatory,2024,11,The Astrophysical Journal,976,48,200,0,35,Ultra-high-energy cosmic radiation; 1733; Astrophysics - High Energy Astrophysical Phenomena,10.3847/1538-4357/ad843b,arXiv:2408.05292,https://ui.adsabs.harvard.edu/abs/2024ApJ...976...48A
2024A&A...691A.308S,Value-added catalog of physical properties for more than 1.3 million galaxies from the DESI survey,2024,11,Astronomy and Astrophysics,691,A308,53,1,48,catalogs; galaxies: active; galaxies: evolution; galaxies: general; galaxies: nuclei; galaxies: Seyfert; Astrophysics of Galaxies,10.1051/0004-6361/202451761,arXiv:2409.19066,https://ui.adsabs.harvard.edu/abs/2024A&A...691A.308S
2024A&A...691A..74S,The missing rings around Solar System moons,2024,11,Astronomy and Astrophysics,691,A74,6,1,3,methods: numerical; planets and satellites: dynamical evolution and stability; planets and satellites: rings; Astrophysics - Earth and Planetary Astrophysics,10.1051/0004-6361/202449453,arXiv:2408.10643,https://ui.adsabs.harvard.edu/abs/2024A&A...691A..74S
2024PDU....4601575O,Late-time anisotropy sourced by a 2-form field non-minimally coupled to cold dark matter,2024,12,Physics of the Dark Universe,46,101575,3,3,8,Late-time anisotropy; Interacting dark energy-dark matter; p-forms; General Relativity and Quantum Cosmology,10.1016/j.dark.2024.101575,arXiv:2202.07546,https://ui.adsabs.harvard.edu/abs/2024PDU....4601575O
2024MNRAS.535.2341S,The atomic gas sequence and mass-metallicity relation from dwarfs to massive galaxies,2024,12,Monthly Notices of the Royal Astronomical Society,535,2341,47,1,27,Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stae2477,arXiv:2408.03996,https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.2341S
2024JCAP...12..022K,The Atacama Cosmology Telescope DR6 and DESI: structure formation over cosmic time with a measurement of the cross-correlation of CMB lensing and luminous red galaxies,2024,12,Journal of Cosmology and Astroparticle Physics,2024,022,73,1,46,cosmological parameters from LSS; gravitational lensing; power spectrum; redshift surveys; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2024/12/022,arXiv:2407.04606,https://ui.adsabs.harvard.edu/abs/2024JCAP...12..022K
2024ApJS..275...22S,"The MOST Hosts Survey: Spectroscopic Observation of the Host Galaxies of ∼40,000 Transients Using DESI",2024,12,The Astrophysical Journal Supplement Series,275,22,57,1,22,Transient sources; Surveys; Sky surveys; Redshift surveys; Galaxy spectroscopy; 1851; 1671; 1464; 1378; 2171; Astrophysics - High Energy Astrophysical Phenomena; Astrophysics - Cosmology and Nongalactic Astrophysics,10.3847/1538-4365/ad76ae,arXiv:2405.03857,https://ui.adsabs.harvard.edu/abs/2024ApJS..275...22S
2024ApJ...977..255A,A Search Using GEO600 for Gravitational Waves Coincident with Fast Radio Bursts from SGR 1935+2154,2024,12,The Astrophysical Journal,977,255,200,0,8,Gravitational waves; Soft gamma-ray repeaters; Magnetars; Radio transient sources; X-ray sources; Gravitational wave sources; 678; 1471; 992; 2008; 1822; 677; High Energy Astrophysical Phenomena,10.3847/1538-4357/ad8de0,arXiv:2410.09151,https://ui.adsabs.harvard.edu/abs/2024ApJ...977..255A
2024ApJ...977..225L,DESI Emission-line Galaxies: Unveiling the Diversity of [O II] Profiles and Its Links to Star Formation and Morphology,2024,12,The Astrophysical Journal,977,225,37,1,5,Galaxy spectroscopy; Emission line galaxies; Principal component analysis; Galaxy mergers; 2171; 459; 1944; 608; Astrophysics - Astrophysics of Galaxies,10.3847/1538-4357/ad8f33,arXiv:2410.07601,https://ui.adsabs.harvard.edu/abs/2024ApJ...977..225L
2024AJ....168..263S,Correcting Turbulence-induced Errors in Fiber Positioning for the Dark Energy Spectroscopic Instrument,2024,12,The Astronomical Journal,168,263,41,1,0,Spectroscopy; Experimental techniques; 1558; 2078; Astrophysics - Instrumentation and Methods for Astrophysics,10.3847/1538-3881/ad7e12,arXiv:2407.08026,https://ui.adsabs.harvard.edu/abs/2024AJ....168..263S
2024AJ....168..245P,Overview of the Fiber System for the Dark Energy Spectroscopic Instrument,2024,12,The Astronomical Journal,168,245,69,1,138,Cosmological evolution; Astronomical instrumentation; Galaxy spectroscopy; 336; 799; 2171,10.3847/1538-3881/ad76a4,,https://ui.adsabs.harvard.edu/abs/2024AJ....168..245P
2025RASTI...4...32F,Cosmic web classification through stochastic topological ranking,2025,1,RAS Techniques and Instruments,4,rzaf032,4,3,2,Software; Data Methods; Algorithms; large-scale structure of Universe; Cosmology and Nongalactic Astrophysics,10.1093/rasti/rzaf032,arXiv:2404.01124,https://ui.adsabs.harvard.edu/abs/2025RASTI...4...32F
2025PASA...42...14C,Gas dynamics in the central molecular zone and its connection with the galactic bar,2025,1,Publications of the Astronomical Society of Australia,42,e014,3,0,4,Hydrodynamics; Galaxy; star formation; Galaxy: Bar; Galaxy: bulge; Galaxy: centre; Galaxy: kinematics and dynamics; Astrophysics - Astrophysics of Galaxies,10.1017/pasa.2024.130,arXiv:2411.05684,https://ui.adsabs.harvard.edu/abs/2025PASA...42...14C
2025JCAP...01..148C,Validation of the DESI 2024 Lyα forest BAO analysis using synthetic datasets,2025,1,Journal of Cosmology and Astroparticle Physics,2025,148,59,1,16,baryon acoustic oscillations; Lyman alpha forest; dark energy experiments; Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/01/148,arXiv:2404.03004,https://ui.adsabs.harvard.edu/abs/2025JCAP...01..148C
2025JCAP...01..147K,Impact and mitigation of spectroscopic systematics on DESI DR1 clustering measurements,2025,1,Journal of Cosmology and Astroparticle Physics,2025,147,44,1,27,redshift surveys; cosmological parameters from LSS; power spectrum; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/01/147,arXiv:2405.17208,https://ui.adsabs.harvard.edu/abs/2025JCAP...01..147K
2025JCAP...01..146K,Forward modeling fluctuations in the DESI LRGs target sample using image simulations,2025,1,Journal of Cosmology and Astroparticle Physics,2025,146,53,1,15,cosmological parameters from LSS; cosmological simulations; Statistical sampling techniques; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/01/146,arXiv:2405.16299,https://ui.adsabs.harvard.edu/abs/2025JCAP...01..146K
2025JCAP...01..143D,Suppressing the sample variance of DESI-like galaxy clustering with fast simulations,2025,1,Journal of Cosmology and Astroparticle Physics,2025,143,47,1,4,baryon acoustic oscillations; cosmological simulations; galaxy clustering; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2025/01/143,arXiv:2404.03117,https://ui.adsabs.harvard.edu/abs/2025JCAP...01..143D
